,nim,mori,mobs,sep,ein,fs,frac_sh_trunc,mmin,flag_out,zs,xs,ys,m_type_sh,zl_sh,mass_sh,xl_sh,yl_sh,elip_sh,pol_sh,param1_sh,m_type_sat,zl_sat,mass_sat,xl_sat,yl_sat,elip_sat,pol_sat,param1_sat,m_type_hh,zl_hh,mass_hh,xl_hh,yl_hh,elip_hh,pol_hh,param1_hh,m_type_cen,zl_cen,mass_cen,xl_cen,yl_cen,elip_cen,pol_cen,param1_cen,m_type_pert,zl_pert,mass_pert,xl_pert,yl_pert,elip_pert,pol_pert,param1_pert,vel_disp
804,3.0,22.07,22.63346,1.609572,0.7958164,0.0,-1.0,21.07972,1.0,1.16,-0.4123483,0.1586439,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.541,9796423000000.0,0.0,0.0,0.2304564,-148.5794,5.119454,1.0,0.541,153720200000.0,0.0,0.0,0.05130549,-110.3634,0.2048343,2.0,0.541,1.16,0.0,0.0,0.0225411,39.05203,0.0,204.5116222029048
805,3.0,21.51,20.10664,1.041018,0.4292036,0.0,-1.0,19.36575,3.0,2.97,-0.08653412,0.03137672,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.401,3126771000000.0,0.0,0.0,0.126201,0.7180071,6.355395,1.0,1.401,67614340000.0,0.0,0.0,0.3915572,29.14813,0.04177131,2.0,1.401,2.97,0.0,0.0,0.06610054,128.6536,0.0,250.28923531727568
807,3.0,20.25,18.89147,2.60208,1.533161,0.0,-1.0,18.68618,3.0,2.88,-0.00721124,-0.2270621,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.794,17850560000000.0,0.0,0.0,0.3648243,-97.04086,6.992619,1.0,0.794,173677600000.0,0.0,0.0,0.3350672,-136.2833,0.2883516,2.0,0.794,2.88,0.0,0.0,0.0975423,-163.1365,0.0,206.56448275769702
811,3.0,20.83,22.57691,0.9313772,0.4683824,0.0,-1.0,20.3209,1.0,2.49,0.2060016,0.3998555,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.89,1269522000000.0,0.0,0.0,0.3135839,109.6924,6.416767,1.0,0.89,46781110000.0,0.0,0.0,0.5002121,65.1333,0.09936043,2.0,0.89,2.49,0.0,0.0,0.06984219,22.1823,0.0,146.64304256004175
812,3.0,21.83,21.08979,2.304403,1.402803,0.0,-1.0,20.35223,3.0,3.25,-0.05953404,0.1867931,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.245,13954400000000.0,0.0,0.0,0.1990873,-147.8792,5.621306,1.0,0.245,137462100000.0,0.0,0.0,0.1699572,-73.85327,0.3913976,2.0,0.245,3.25,0.0,0.0,0.09091699,43.95937,0.0,185.0242972304191
814,3.0,24.75,23.28189,3.007118,1.417293,0.0,-1.0,22.71181,3.0,4.03,-0.2469509,0.3164988,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.841,11035120000000.0,0.0,0.0,0.2717291,144.7066,9.103153,1.0,0.841,98372920000.0,0.0,0.0,0.1259461,107.7634,0.1553525,2.0,0.841,4.03,0.0,0.0,0.05653429,-105.4948,0.0,196.1635546175843
818,5.0,23.45,22.11803,2.79557,0.9749856,0.0,-1.0,21.75633,3.0,1.32,-0.1538723,0.182191,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.854,60360430000000.0,0.0,0.0,0.4716906,-164.479,6.674971,1.0,0.854,274006100000.0,0.0,0.0,0.1679624,-197.4567,0.28765,2.0,0.854,1.32,0.0,0.0,0.06648969,-143.0804,0.0,257.9941458046322
821,3.0,24.09,22.50896,0.9817618,0.5385024,0.0,-1.0,22.18808,3.0,2.4,0.001238922,-0.08116436,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.47,1806049000000.0,0.0,0.0,0.1399883,-46.18511,6.777298,1.0,0.47,48322370000.0,0.0,0.0,0.14842,-74.51753,0.2223679,2.0,0.47,2.4,0.0,0.0,0.02344006,-173.0171,0.0,122.85794181330081
824,3.0,24.29,23.20871,1.661993,0.8175628,0.0,-1.0,22.8369,3.0,2.16,-0.1030704,0.2571178,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.991,15613470000000.0,0.0,0.0,0.1687843,112.4298,4.339793,1.0,0.991,153768200000.0,0.0,0.0,0.2578796,116.3772,0.1935815,2.0,0.991,2.16,0.0,0.0,0.04247988,-67.37728,0.0,197.90732849524713
825,3.0,22.19,21.59984,1.173524,0.6654869,0.0,-1.0,21.48298,1.0,2.73,-0.07726168,-0.2283512,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.601,1635899000000.0,0.0,0.0,0.3152386,-97.18223,4.103103,1.0,0.601,67589030000.0,0.0,0.0,0.2845355,-94.09391,0.1414139,2.0,0.601,2.73,0.0,0.0,0.04047864,-147.5497,0.0,154.51323717011164
829,3.0,21.43,21.8994,1.018448,0.4491848,0.0,-1.0,20.38322,1.0,1.99,0.06537356,-0.2307742,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.003,2691116000000.0,0.0,0.0,0.2566447,72.92242,7.633378,1.0,1.003,69324140000.0,0.0,0.0,0.2611759,15.12345,0.05509193,2.0,1.003,1.99,0.0,0.0,0.04045186,-145.3767,0.0,227.76545809124784
833,3.0,22.17,22.35972,0.9148487,0.3851249,0.0,-1.0,21.43372,1.0,3.3,0.3157591,-0.004280497,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.787,1829947000000.0,0.0,0.0,0.2719396,-6.277409,5.327494,1.0,0.787,62097610000.0,0.0,0.0,0.3094169,-15.1169,0.2441384,2.0,0.787,3.3,0.0,0.0,0.03233062,108.8897,0.0,123.36423270635312
834,3.0,22.05,22.94834,1.540122,0.8576093,0.0,-1.0,20.82001,3.0,2.39,-0.04694107,0.4360677,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.569,2967417000000.0,0.0,0.0,0.4765124,23.94862,8.709545,1.0,0.569,93236590000.0,0.0,0.0,0.2487972,66.8487,0.1467222,2.0,0.569,2.39,0.0,0.0,0.05146943,8.474228,0.0,187.86848085810934
835,3.0,22.11,22.98872,4.520264,2.732048,0.0,-1.0,20.9539,1.0,2.18,-0.327877,-1.228526,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.014,50064300000000.0,0.0,0.0,0.2437751,-102.5004,7.51819,1.0,1.014,235277200000.0,0.0,0.0,0.5023107,-95.03674,0.1315932,2.0,1.014,2.18,0.0,0.0,0.03230827,-41.85371,0.0,294.80614396209177
836,3.0,20.69,19.90194,6.349058,2.675078,0.0,-1.0,19.52136,1.0,0.83,1.176119,0.5232674,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.289,86313260000000.0,0.0,0.0,0.332669,52.9316,9.350008,1.0,0.289,420649500000.0,0.0,0.0,0.5504177,29.77938,0.9099159,2.0,0.289,0.83,0.0,0.0,0.03334878,53.39905,0.0,293.97481426513286
840,3.0,22.63,23.03984,0.8932531,0.3748584,0.0,-1.0,21.65263,1.0,2.61,0.07132351,0.1844535,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.012,1175868000000.0,0.0,0.0,0.2487988,-54.19178,9.530653,1.0,1.012,44695910000.0,0.0,0.0,0.4104751,-31.29145,0.08845208,2.0,1.012,2.61,0.0,0.0,0.05744834,-94.82782,0.0,154.39665634314764
841,3.0,21.69,21.25671,0.5073546,0.2277378,0.0,-1.0,20.60307,1.0,2.24,0.08115298,0.02007726,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.306,1532180000000.0,0.0,0.0,0.2285622,28.82428,3.490978,1.0,1.306,36246070000.0,0.0,0.0,0.2007362,-8.634853,0.0445223,2.0,1.306,2.24,0.0,0.0,0.039741,84.9333,0.0,177.07760709054622
845,3.0,22.81,22.98919,0.6640374,0.2833962,0.0,-1.0,22.11966,1.0,2.13,0.1862575,-0.0001772124,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.938,917934800000.0,0.0,0.0,0.1382143,-5.357406,5.989578,1.0,0.938,39390590000.0,0.0,0.0,0.2672493,-26.11767,0.1029605,2.0,0.938,2.13,0.0,0.0,0.03449056,-147.1736,0.0,132.0300178771044
851,3.0,21.09,20.67736,1.836934,1.051626,0.0,-1.0,19.40841,3.0,2.35,0.282487,-0.01017249,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.57,9824041000000.0,0.0,0.0,0.4015241,58.81972,7.245626,1.0,0.57,140679400000.0,0.0,0.0,0.1459068,50.89159,0.4065698,2.0,0.57,2.35,0.0,0.0,0.03712682,123.6282,0.0,176.71178619930103
855,3.0,21.65,21.00311,0.7381324,0.3036152,0.0,-1.0,20.58301,1.0,1.61,-0.09205847,-0.02768745,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.882,987995700000.0,0.0,0.0,0.0458978,138.1648,10.97781,1.0,0.882,43768660000.0,0.0,0.0,0.4560832,155.6652,0.03941186,2.0,0.882,1.61,0.0,0.0,0.04513835,170.0967,0.0,216.58924042023713
856,5.0,23.93,21.59848,0.5578485,0.2700071,0.0,-1.0,20.88706,3.0,4.01,0.02359694,-0.07011614,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.663,1070659000000.0,0.0,0.0,0.4406736,24.43279,5.473033,1.0,1.663,28199130000.0,0.0,0.0,0.195096,-16.96345,0.02670013,2.0,1.663,4.01,0.0,0.0,0.04064287,14.90512,0.0,200.69770787933277
858,3.0,22.43,23.15429,1.943081,0.9206236,0.0,-1.0,21.53319,1.0,2.4,-0.5179798,0.0307935,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.823,23513110000000.0,0.0,0.0,0.4229264,172.9044,3.91736,1.0,0.823,107713500000.0,0.0,0.0,0.6576308,109.8662,0.1994413,2.0,0.823,2.4,0.0,0.0,0.07599918,-157.8858,0.0,171.53411134379925
860,3.0,22.15,21.98247,0.7792934,0.5011843,0.0,-1.0,20.70162,3.0,3.02,-0.09919543,0.003463018,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.85,1858895000000.0,0.0,0.0,0.2547475,60.67155,7.179314,1.0,0.85,50088620000.0,0.0,0.0,0.374764,63.30579,0.1777264,2.0,0.85,3.02,0.0,0.0,0.05801156,86.72793,0.0,129.8272588328713
861,3.0,20.99,22.30159,0.9585102,0.4950035,0.0,-1.0,20.26049,1.0,2.91,0.2882807,0.2364264,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.49,769601600000.0,0.0,0.0,0.1437419,98.95472,9.276679,1.0,0.49,32585770000.0,0.0,0.0,0.1973054,101.7992,0.1422446,2.0,0.49,2.91,0.0,0.0,0.07598426,-3.066479,0.0,120.64549922483478
862,3.0,22.83,23.12208,5.624486,2.793125,0.0,-1.0,21.66749,1.0,2.33,0.5123952,1.338321,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.612,51249470000000.0,0.0,0.0,0.2152655,77.89719,6.243167,1.0,0.612,348698600000.0,0.0,0.0,0.2427766,111.8957,0.2013333,2.0,0.612,2.33,0.0,0.0,0.03976639,26.20576,0.0,304.6473487945115
863,3.0,22.09,22.03415,1.648331,0.7412636,0.0,-1.0,21.37571,1.0,1.35,-0.1920263,0.3769685,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.286,1230605000000.0,0.0,0.0,0.2539721,125.9922,18.51011,1.0,0.286,42199960000.0,0.0,0.0,0.2446367,138.093,0.1204418,2.0,0.286,1.35,0.0,0.0,0.03439494,95.22117,0.0,173.1454385922944
864,5.0,25.25,23.03176,0.8922659,0.4432059,0.0,-1.0,22.89854,3.0,1.9,0.008521424,0.003287727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.859,2274756000000.0,0.0,0.0,0.2903428,140.2695,5.437309,1.0,0.859,69317220000.0,0.0,0.0,0.09481149,131.8242,0.1282628,2.0,0.859,1.9,0.0,0.0,0.01391938,81.94639,0.0,158.50904013511877
865,3.0,23.09,23.05601,2.341363,1.285886,0.0,-1.0,22.54765,1.0,3.72,-0.2248334,-0.5454562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.122,1841879000000.0,0.0,0.0,0.08650746,-57.40965,11.98708,1.0,0.122,71147060000.0,0.0,0.0,0.2844258,-94.87922,0.4942546,2.0,0.122,3.72,0.0,0.0,0.1249535,94.16658,0.0,159.38502117982313
866,3.0,22.31,22.4271,0.9209134,0.5476939,0.0,-1.0,21.45042,1.0,3.08,0.06494298,-0.2179261,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.601,4026085000000.0,0.0,0.0,0.2399338,97.51835,5.04926,1.0,1.601,65861970000.0,0.0,0.0,0.3887994,93.99052,0.04922525,2.0,1.601,3.08,0.0,0.0,0.06502355,55.37996,0.0,228.53609126642633
867,3.0,20.23,21.29974,0.7269752,0.3514526,0.0,-1.0,19.6314,1.0,1.98,-0.1459707,0.2459502,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.555,954498800000.0,0.0,0.0,0.1026637,76.48382,4.641425,1.0,0.555,33327560000.0,0.0,0.0,0.04063129,60.38129,0.1507597,2.0,0.555,1.98,0.0,0.0,0.03042956,-96.35564,0.0,110.42522166811204
868,3.0,21.25,21.59227,1.039435,0.4049016,0.0,-1.0,20.77087,1.0,1.16,0.2797421,0.1734301,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.34,848474300000.0,0.0,0.0,0.1577863,8.383698,8.157358,1.0,0.34,36775460000.0,0.0,0.0,0.3609474,22.26299,0.128222,2.0,0.34,1.16,0.0,0.0,0.03910952,-141.1703,0.0,141.61537674380645
871,3.0,21.83,22.56265,0.7556541,0.3604484,0.0,-1.0,21.3798,1.0,1.42,0.3810541,0.06771575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.826,2466708000000.0,0.0,0.0,0.5459078,70.6058,4.055657,1.0,0.826,70173090000.0,0.0,0.0,0.06119749,63.34255,0.1329879,2.0,0.826,1.42,0.0,0.0,0.05406903,-5.56699,0.0,154.96724058562666
874,3.0,21.97,22.79105,0.4557107,0.2579976,0.0,-1.0,21.47384,1.0,2.9,0.1031703,-0.01796139,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.914,1106263000000.0,0.0,0.0,0.2245463,34.02442,4.107104,1.0,1.914,33417050000.0,0.0,0.0,0.438395,72.79334,0.02472461,2.0,1.914,2.9,0.0,0.0,0.1539855,-154.2257,0.0,226.72305838562707
875,3.0,20.71,21.60193,0.8051626,0.4466697,0.0,-1.0,20.07713,1.0,2.0,-0.165938,0.1979511,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.921,1096874000000.0,0.0,0.0,0.018572,-167.2665,7.360616,1.0,0.921,39915100000.0,0.0,0.0,0.3503018,-93.86725,0.04694819,2.0,0.921,2.0,0.0,0.0,0.0352354,-59.84082,0.0,188.24210851186697
877,3.0,20.25,19.78344,1.972196,1.302443,0.0,-1.0,18.19393,3.0,2.94,0.1567031,0.2022381,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.51,7490859000000.0,0.0,0.0,0.03115087,-55.13948,5.769586,1.0,0.51,106935200000.0,0.0,0.0,0.5217906,-75.8627,0.07670419,2.0,0.51,2.94,0.0,0.0,0.04855261,153.2184,0.0,269.2437920452602
880,3.0,21.21,23.1004,1.575598,0.6121618,0.0,-1.0,20.70575,1.0,1.62,-0.6818603,0.3646942,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.54,2757791000000.0,0.0,0.0,0.3516131,115.0345,7.63876,1.0,0.54,92941100000.0,0.0,0.0,0.3160643,159.1039,0.1808092,2.0,0.54,1.62,0.0,0.0,0.01709124,95.31367,0.0,172.77885334225522
881,3.0,23.39,23.09529,0.8315695,0.3545993,0.0,-1.0,21.50289,3.0,4.38,-0.1255675,-0.05386221,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.736,2535376000000.0,0.0,0.0,0.01495085,42.04458,4.911567,1.0,1.736,54325690000.0,0.0,0.0,0.3888971,0.4299143,0.05756309,2.0,1.736,4.38,0.0,0.0,0.08931104,-79.39349,0.0,194.40953317050835
883,3.0,22.51,23.10897,0.19115,0.09149423,0.0,-1.0,21.9842,1.0,2.31,-0.02940614,0.06717192,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.115,2394501000000.0,0.0,0.0,0.1525401,-122.536,4.882938,1.0,2.115,51717530000.0,0.0,0.0,0.02939709,-159.0128,0.05604493,2.0,2.115,2.31,0.0,0.0,0.07402877,140.5934,0.0,195.28503415456825
889,3.0,20.69,22.02894,1.832688,0.7988526,0.0,-1.0,19.88494,1.0,2.62,0.6615576,0.02524949,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.825,10077430000000.0,0.0,0.0,0.3510238,152.4192,4.633613,1.0,0.825,131188700000.0,0.0,0.0,0.2421379,138.2862,0.1704813,2.0,0.825,2.62,0.0,0.0,0.05554327,-64.52471,0.0,193.03676090749215
890,3.0,22.81,23.13975,1.246785,0.5867293,0.0,-1.0,21.04184,3.0,2.22,-0.2457394,0.1092345,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.274,2078033000000.0,0.0,0.0,0.1812318,-9.436476,7.85737,1.0,0.274,57559970000.0,0.0,0.0,0.532939,48.09396,0.3677045,2.0,0.274,2.22,0.0,0.0,0.07707826,-70.68566,0.0,127.27682207406
895,3.0,21.59,22.09144,0.582159,0.2497686,0.0,-1.0,20.95972,1.0,4.02,-0.1298566,0.1086513,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.655,1031386000000.0,0.0,0.0,0.07922779,94.39828,5.002519,1.0,1.655,23841090000.0,0.0,0.0,0.184289,139.412,0.05077212,2.0,1.655,4.02,0.0,0.0,0.1201549,-64.56211,0.0,138.38355795337947
897,3.0,21.87,23.21349,1.470827,0.6420231,0.0,-1.0,20.90976,1.0,1.87,-0.4171399,0.2350439,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.645,3379945000000.0,0.0,0.0,0.2107546,76.48959,7.149592,1.0,0.645,88036340000.0,0.0,0.0,0.4558919,42.37608,0.1046072,2.0,0.645,1.87,0.0,0.0,0.05373123,13.13193,0.0,203.25051102797596
898,3.0,23.77,23.09696,1.235359,0.4479625,0.0,-1.0,23.07969,1.0,3.74,0.1723144,-0.08667775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.363,760690500000.0,0.0,0.0,0.2161601,-129.7918,11.55068,1.0,0.363,33472010000.0,0.0,0.0,0.5008869,-189.1566,0.06824666,2.0,0.363,3.74,0.0,0.0,0.1376537,-14.50483,0.0,178.10939880352697
900,3.0,19.41,18.34482,0.8583798,0.3961465,0.0,-1.0,17.79253,3.0,1.47,0.1058752,0.01641491,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.856,6113529000000.0,0.0,0.0,0.3199124,33.2131,3.422949,1.0,0.856,97295560000.0,0.0,0.0,0.209803,37.07746,0.1647872,2.0,0.856,1.47,0.0,0.0,0.04798576,155.6146,0.0,165.36758072310803
905,3.0,21.41,22.21573,1.205031,0.4372661,0.0,-1.0,20.41456,1.0,1.83,0.02581682,0.2797961,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.819,4316832000000.0,0.0,0.0,0.1937351,110.3408,5.542195,1.0,0.819,84229800000.0,0.0,0.0,0.5304153,163.4042,0.05236815,2.0,0.819,1.83,0.0,0.0,0.059368,-29.84548,0.0,261.028864513117
906,3.0,20.83,22.30213,1.632016,0.606769,0.0,-1.0,20.20666,1.0,2.38,0.120242,-0.5764773,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.56,3479080000000.0,0.0,0.0,0.3970785,-21.75885,5.190665,1.0,0.56,90064500000.0,0.0,0.0,0.442119,-24.57288,0.09828178,2.0,0.56,2.38,0.0,0.0,0.02946367,-42.10437,0.0,214.5440804495533
907,3.0,21.43,21.94876,2.105312,1.074958,0.0,-1.0,20.08995,3.0,1.26,0.2867892,0.5479234,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.596,70701840000000.0,0.0,0.0,0.2235287,173.0008,2.530086,1.0,0.596,317262100000.0,0.0,0.0,0.1193418,232.6856,0.3814353,2.0,0.596,1.26,0.0,0.0,0.05759476,124.6516,0.0,218.91138258147726
908,5.0,23.79,22.26384,1.639549,1.053355,0.0,-1.0,21.52841,3.0,4.6,0.1381893,-0.0906026,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.527,5638223000000.0,0.0,0.0,0.5466192,48.51593,6.821049,1.0,0.527,103253400000.0,0.0,0.0,0.4234069,73.38514,0.3218699,2.0,0.527,4.6,0.0,0.0,0.09316947,122.1731,0.0,156.30217328078376
909,3.0,24.11,22.4607,0.8185652,0.3637952,0.0,-1.0,22.43162,3.0,3.83,0.01343949,0.07027152,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.415,1488732000000.0,0.0,0.0,0.2180288,120.5947,7.365884,1.0,1.415,34940450000.0,0.0,0.0,0.2086016,174.4011,0.04245166,2.0,1.415,3.83,0.0,0.0,0.04655735,-127.0301,0.0,181.4794665491947
911,3.0,22.85,22.9765,1.049619,0.4095111,0.0,-1.0,22.20131,1.0,2.39,-0.08480926,0.1847268,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.694,941889600000.0,0.0,0.0,0.4700107,134.5493,7.217096,1.0,0.694,54500320000.0,0.0,0.0,0.3801603,174.2079,0.08103733,2.0,0.694,2.39,0.0,0.0,0.04078114,147.8228,0.0,176.79123423495048
915,3.0,20.71,19.45243,4.801715,1.842989,0.0,-1.0,18.16661,3.0,1.56,0.6768782,-0.2471178,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.396,37671020000000.0,0.0,0.0,0.3394155,173.7423,8.767433,1.0,0.396,204790700000.0,0.0,0.0,0.4766541,138.2488,0.4157265,2.0,0.396,1.56,0.0,0.0,0.03826465,119.7215,0.0,228.54981718312297
